Nom Complet;Email;Téléphone;Restaurant;Plateforme
Client 393;xxx@yahoo.fr;601020696;Restaurant 2;Plateforme 3
Client 394;xxx@hotmail.fr;601020697;Restaurant 2;Plateforme 1
Client 395;xxx@outlook.fr;601020698;Restaurant 1;Plateforme 5
Client 396;xxx@hoya.com;601020699;Restaurant 1;Plateforme 4
Client 397;xxx@live.fr;601020700;Restaurant 1;Plateforme 1
Client 398;xxx@icloud.com;601020701;Restaurant 2;Plateforme 2
Client 399;xxx@gmail.com;601020702;Restaurant 3;Plateforme 3
Client 400;xxx@yahoo.fr;601020703;Restaurant 1;Plateforme 4
Client 401;xxx@hotmail.fr;601020704;Restaurant 2;Plateforme 5
Client 402;xxx@outlook.fr;601020705;Restaurant 3;Plateforme 2
Client 403;xxx@hoya.com;601020706;Restaurant 1;Plateforme 2
Client 404;xxx@live.fr;601020707;Restaurant 2;Plateforme 3
Client 405;xxx@icloud.com;601020708;Restaurant 3;Plateforme 1
Client 406;xxx@gmail.com;601020709;Restaurant 1;Plateforme 5
Client 407;xxx@yahoo.fr;601020710;Restaurant 2;Plateforme 4
Client 408;xxx@hotmail.fr;601020711;Restaurant 3;Plateforme 1
Client 409;xxx@outlook.fr;601020712;Restaurant 3;Plateforme 2
Client 410;xxx@hoya.com;601020713;Restaurant 2;Plateforme 3
Client 411;xxx@live.fr;601020714;Restaurant 1;Plateforme 4
Client 412;xxx@icloud.com;601020715;Restaurant 2;Plateforme 5
Client 413;xxx@gmail.com;601020716;Restaurant 3;Plateforme 2
Client 414;xxx@yahoo.fr;601020717;Restaurant 2;Plateforme 2
Client 415;xxx@hotmail.fr;601020718;Restaurant 2;Plateforme 3
Client 416;xxx@outlook.fr;601020719;Restaurant 1;Plateforme 1
Client 417;xxx@hoya.com;601020720;Restaurant 1;Plateforme 5
Client 418;xxx@live.fr;601020721;Restaurant 1;Plateforme 4
Client 419;xxx@icloud.com;601020722;Restaurant 2;Plateforme 1
Client 420;xxx@gmail.com;601020723;Restaurant 3;Plateforme 2
Client 421;xxx@yahoo.fr;601020724;Restaurant 1;Plateforme 3
Client 422;xxx@hotmail.fr;601020725;Restaurant 2;Plateforme 4
Client 423;xxx@outlook.fr;601020726;Restaurant 3;Plateforme 5
Client 424;xxx@hoya.com;601020727;Restaurant 1;Plateforme 2
Client 425;xxx@live.fr;601020728;Restaurant 2;Plateforme 2
Client 426;xxx@icloud.com;601020729;Restaurant 3;Plateforme 3
Client 427;xxx@gmail.com;601020730;Restaurant 1;Plateforme 1
Client 428;xxx@yahoo.fr;601020731;Restaurant 2;Plateforme 5
Client 429;xxx@hotmail.fr;601020732;Restaurant 3;Plateforme 4
Client 430;xxx@outlook.fr;601020733;Restaurant 3;Plateforme 1
Client 431;xxx@hoya.com;601020734;Restaurant 2;Plateforme 2
Client 432;xxx@live.fr;601020735;Restaurant 1;Plateforme 3
Client 433;xxx@icloud.com;601020736;Restaurant 2;Plateforme 4
Client 434;xxx@gmail.com;601020737;Restaurant 3;Plateforme 5
Client 435;xxx@yahoo.fr;601020738;Restaurant 2;Plateforme 2
Client 436;xxx@hotmail.fr;601020739;Restaurant 2;Plateforme 2
Client 437;xxx@outlook.fr;601020740;Restaurant 1;Plateforme 3
Client 438;xxx@hoya.com;601020741;Restaurant 1;Plateforme 1
Client 439;xxx@live.fr;601020742;Restaurant 1;Plateforme 5
Client 440;xxx@icloud.com;601020743;Restaurant 2;Plateforme 4
Client 441;xxx@gmail.com;601020744;Restaurant 3;Plateforme 1
Client 442;xxx@yahoo.fr;601020745;Restaurant 1;Plateforme 2
Client 443;xxx@hotmail.fr;601020746;Restaurant 2;Plateforme 3
Client 444;xxx@outlook.fr;601020747;Restaurant 3;Plateforme 4
Client 445;xxx@hoya.com;601020748;Restaurant 1;Plateforme 5
Client 446;xxx@live.fr;601020749;Restaurant 2;Plateforme 2
Client 447;xxx@icloud.com;601020750;Restaurant 3;Plateforme 2
Client 448;xxx@gmail.com;601020751;Restaurant 1;Plateforme 3
Client 449;xxx@yahoo.fr;601020752;Restaurant 2;Plateforme 1
Client 450;xxx@hotmail.fr;601020753;Restaurant 3;Plateforme 5
Client 451;xxx@outlook.fr;601020754;Restaurant 3;Plateforme 4
Client 452;xxx@hoya.com;601020755;Restaurant 2;Plateforme 1
Client 453;xxx@live.fr;601020756;Restaurant 1;Plateforme 2
Client 454;xxx@icloud.com;601020757;Restaurant 2;Plateforme 3
Client 455;xxx@gmail.com;601020758;Restaurant 3;Plateforme 4
Client 456;xxx@yahoo.fr;601020759;Restaurant 2;Plateforme 5
Client 457;xxx@hotmail.fr;601020760;Restaurant 2;Plateforme 2
Client 458;xxx@outlook.fr;601020761;Restaurant 1;Plateforme 2
Client 459;xxx@hoya.com;601020762;Restaurant 1;Plateforme 3
Client 460;xxx@live.fr;601020763;Restaurant 1;Plateforme 1
Client 461;xxx@icloud.com;601020764;Restaurant 2;Plateforme 5
Client 462;xxx@gmail.com;601020765;Restaurant 3;Plateforme 4
Client 463;xxx@yahoo.fr;601020766;Restaurant 1;Plateforme 1
Client 464;xxx@hotmail.fr;601020767;Restaurant 2;Plateforme 2
Client 465;xxx@outlook.fr;601020768;Restaurant 3;Plateforme 3
Client 466;xxx@hoya.com;601020769;Restaurant 1;Plateforme 4
Client 467;xxx@live.fr;601020770;Restaurant 2;Plateforme 5
Client 468;xxx@icloud.com;601020771;Restaurant 3;Plateforme 2
Client 469;xxx@gmail.com;601020772;Restaurant 1;Plateforme 2
Client 470;xxx@yahoo.fr;601020773;Restaurant 2;Plateforme 3
Client 471;xxx@hotmail.fr;601020774;Restaurant 3;Plateforme 1
Client 472;xxx@outlook.fr;601020775;Restaurant 3;Plateforme 5
Client 473;xxx@hoya.com;601020776;Restaurant 2;Plateforme 4
Client 474;xxx@live.fr;601020777;Restaurant 1;Plateforme 1
Client 475;xxx@icloud.com;601020778;Restaurant 2;Plateforme 2
Client 476;xxx@gmail.com;601020779;Restaurant 3;Plateforme 3
Client 477;xxx@yahoo.fr;601020780;Restaurant 2;Plateforme 4
Client 478;xxx@hotmail.fr;601020781;Restaurant 2;Plateforme 5
Client 479;xxx@outlook.fr;601020782;Restaurant 1;Plateforme 2
Client 480;xxx@hoya.com;601020783;Restaurant 1;Plateforme 2
Client 481;xxx@live.fr;601020784;Restaurant 1;Plateforme 3
Client 482;xxx@icloud.com;601020785;Restaurant 2;Plateforme 1
Client 483;xxx@gmail.com;601020786;Restaurant 3;Plateforme 5
Client 484;xxx@yahoo.fr;601020787;Restaurant 1;Plateforme 4
Client 485;xxx@hotmail.fr;601020788;Restaurant 2;Plateforme 1
Client 486;xxx@outlook.fr;601020789;Restaurant 3;Plateforme 2
Client 487;xxx@hoya.com;601020790;Restaurant 1;Plateforme 3
Client 488;xxx@live.fr;601020791;Restaurant 2;Plateforme 4
Client 489;xxx@icloud.com;601020792;Restaurant 3;Plateforme 5
Client 490;xxx@gmail.com;601020793;Restaurant 1;Plateforme 2
Client 491;xxx@yahoo.fr;601020794;Restaurant 2;Plateforme 2
Client 492;xxx@hotmail.fr;601020795;Restaurant 3;Plateforme 3
Client 493;xxx@outlook.fr;601020796;Restaurant 3;Plateforme 1
Client 494;xxx@hoya.com;601020797;Restaurant 2;Plateforme 5
Client 495;xxx@live.fr;601020798;Restaurant 1;Plateforme 4
Client 496;xxx@icloud.com;601020799;Restaurant 2;Plateforme 1
Client 497;xxx@gmail.com;601020800;Restaurant 3;Plateforme 2
Client 498;xxx@yahoo.fr;601020801;Restaurant 2;Plateforme 3
Client 499;xxx@hotmail.fr;601020802;Restaurant 2;Plateforme 4
Client 500;xxx@outlook.fr;601020803;Restaurant 1;Plateforme 5
